method;N;M;threads;chunkSize;Executing time;
Static;250;250;3;151;0.0396429;
Static;250;250;3;161;0.0420644;
Static;250;250;3;171;0.0449138;
Static;250;250;3;181;0.0473536;
Static;250;250;3;191;0.0500388;
Static;250;250;3;201;0.0525826;
Static;250;250;3;211;0.0583524;
Static;250;250;3;221;0.0578145;
Static;250;250;3;231;0.0604925;
Static;250;250;3;241;0.0635223;
Static;250;250;4;1;0.0171275;
Static;250;250;4;11;0.0175111;
Static;250;250;4;21;0.0167034;
Static;250;250;4;31;0.016775;
Static;250;250;4;41;0.0217603;
Static;250;250;4;51;0.0345481;
Static;250;250;4;61;0.0176268;
Static;250;250;4;71;0.0190066;
Static;250;250;4;81;0.0215715;
Static;250;250;4;91;0.0244344;
Static;250;250;4;101;0.0265264;
Static;250;250;4;111;0.0298012;
Static;250;250;4;121;0.0332722;
Static;250;250;4;131;0.0342606;
Static;250;250;4;141;0.0368942;
Static;250;250;4;151;0.0395903;
Static;250;250;4;161;0.0426439;
Static;250;250;4;171;0.0450185;
Static;250;250;4;181;0.0473668;
Static;250;250;4;191;0.0501009;
Static;250;250;4;201;0.0526449;
Static;250;250;4;211;0.0553594;
Static;250;250;4;221;0.058273;
Static;250;250;4;231;0.0605197;
Static;250;250;4;241;0.0636054;
Static;250;250;5;1;0.0136548;
Static;250;250;5;11;0.0144635;
Static;250;250;5;21;0.0165389;
Static;250;250;5;31;0.0164531;
Static;250;250;5;41;0.0223865;
Static;250;250;5;51;0.0138029;
Static;250;250;5;61;0.0167889;
Static;250;250;5;71;0.0189551;
Static;250;250;5;81;0.0216915;
Static;250;250;5;91;0.0242813;
Static;250;250;5;101;0.0269947;
Static;250;250;5;111;0.0292616;
Static;250;250;5;121;0.0317336;
Static;250;250;5;131;0.0343934;
Static;250;250;5;141;0.0368805;
Static;250;250;5;151;0.0395249;
Static;250;250;5;161;0.0422447;
Static;250;250;5;171;0.0448563;
Static;250;250;5;181;0.0473415;
Static;250;250;5;191;0.0501095;
Static;250;250;5;201;0.0526366;
Static;250;250;5;211;0.0552193;
Static;250;250;5;221;0.0579036;
Static;250;250;5;231;0.0653455;
Static;250;250;5;241;0.0638082;
Static;250;250;6;1;0.0115925;
Static;250;250;6;11;0.0117088;
Static;250;250;6;21;0.0150071;
Static;250;250;6;31;0.0163517;
Static;250;250;6;41;0.0126256;
Static;250;250;6;51;0.014705;
Static;250;250;6;61;0.016443;
Static;250;250;6;71;0.0188721;
Static;250;250;6;81;0.022438;
Static;250;250;6;91;0.02533;
Static;250;250;6;101;0.0280886;
Static;250;250;6;111;0.029966;
Static;250;250;6;121;0.0333143;
Static;250;250;6;131;0.0362435;
Static;250;250;6;141;0.0389552;
Static;250;250;6;151;0.0400724;
Static;250;250;6;161;0.045066;
Static;250;250;6;171;0.0449828;
Static;250;250;6;181;0.0501509;
Static;250;250;6;191;0.0526596;
Static;250;250;6;201;0.0530679;
Static;250;250;6;211;0.0581238;
Static;250;250;6;221;0.0613991;
Static;250;250;6;231;0.0635111;
Static;250;250;6;241;0.066786;
Static;250;250;7;1;0.0101381;
Static;250;250;7;11;0.012797;
Static;250;250;7;21;0.0115821;
Static;250;250;7;31;0.0181494;
Static;250;250;7;41;0.0113078;
Static;250;250;7;51;0.0135547;
Static;250;250;7;61;0.0162437;
Static;250;250;7;71;0.0188568;
Static;250;250;7;81;0.0227469;
Static;250;250;7;91;0.0257604;
Static;250;250;7;101;0.0292535;
Static;250;250;7;111;0.0310155;
Static;250;250;7;121;0.0319;
Static;250;250;7;131;0.0378049;
Static;250;250;7;141;0.0394338;
Static;250;250;7;151;0.0419638;
Static;250;250;7;161;0.0447943;
Static;250;250;7;171;0.0451459;
Static;250;250;7;181;0.0485454;
Static;250;250;7;191;0.0527207;
Static;250;250;7;201;0.0554777;
Static;250;250;7;211;0.0580834;
Static;250;250;7;221;0.0612542;
Static;250;250;7;231;0.0639342;
Static;250;250;7;241;0.0671528;
Static;250;250;8;1;0.00887848;
Static;250;250;8;11;0.0106886;
Static;250;250;8;21;0.0116994;
Static;250;250;8;31;0.0150589;
Static;250;250;8;41;0.0114678;
Static;250;250;8;51;0.0142059;
Static;250;250;8;61;0.0172395;
Static;250;250;8;71;0.0199692;
Static;250;250;8;81;0.0225264;
Static;250;250;8;91;0.0247638;
Static;250;250;8;101;0.028464;
Static;250;250;8;111;0.0318213;
Static;250;250;8;121;0.0326297;
Static;250;250;8;131;0.0363655;
Static;250;250;8;141;0.0376096;
Static;250;250;8;151;0.0438835;
Static;250;250;8;161;0.0425964;
Static;250;250;8;171;0.0466035;
Static;250;250;8;181;0.0503601;
Static;250;250;8;191;0.0528415;
Static;250;250;8;201;0.0553249;
Static;250;250;8;211;0.0578971;
Static;250;250;8;221;0.0583553;
Static;250;250;8;231;0.0644113;
Static;250;250;8;241;0.0668795;
Static;260;260;1;1;0.0756432;
Static;260;260;1;11;0.0755732;
Static;260;260;1;21;0.0751662;
Static;260;260;1;31;0.0756426;
Static;260;260;1;41;0.0755056;
Static;260;260;1;51;0.0755529;
Static;260;260;1;61;0.0754771;
Static;260;260;1;71;0.0754118;
Static;260;260;1;81;0.0752855;
Static;260;260;1;91;0.0755475;
Static;260;260;1;101;0.0756093;
Static;260;260;1;111;0.0757545;
Static;260;260;1;121;0.0755638;
Static;260;260;1;131;0.0752626;
Static;260;260;1;141;0.0740452;
Static;260;260;1;151;0.0741013;
Static;260;260;1;161;0.0739717;
Static;260;260;1;171;0.0739076;
Static;260;260;1;181;0.0744336;
Static;260;260;1;191;0.0740205;
Static;260;260;1;201;0.0740462;
Static;260;260;1;211;0.074189;
Static;260;260;1;221;0.0740533;
Static;260;260;1;231;0.0741243;
Static;260;260;1;241;0.0738974;
Static;260;260;1;251;0.0737689;
Static;260;260;2;1;0.0371265;
Static;260;260;2;11;0.0373159;
Static;260;260;2;21;0.0379658;
Static;260;260;2;31;0.0387041;
Static;260;260;2;41;0.0388852;
Static;260;260;2;51;0.0434616;
Static;260;260;2;61;0.0395507;
Static;260;260;2;71;0.0404646;
Static;260;260;2;81;0.0461523;
Static;260;260;2;91;0.0479993;
Static;260;260;2;101;0.0474321;
Static;260;260;2;111;0.0442342;
Static;260;260;2;121;0.0417748;
Static;260;260;2;131;0.0372915;
Static;260;260;2;141;0.0423742;
Static;260;260;2;151;0.0454011;
Static;260;260;2;161;0.0481355;
Static;260;260;2;171;0.0507997;
Static;260;260;2;181;0.0517499;
Static;260;260;2;191;0.0545086;
Static;260;260;2;201;0.0575786;
Static;260;260;2;211;0.0603548;
Static;260;260;2;221;0.0628383;
Static;260;260;2;231;0.065736;
Static;260;260;2;241;0.0683759;
Static;260;260;2;251;0.0713922;
Static;260;260;3;1;0.0258293;
Static;260;260;3;11;0.0250802;
Static;260;260;3;21;0.0260967;
Static;260;260;3;31;0.0265163;
Static;260;260;3;41;0.0273805;
Static;260;260;3;51;0.0291914;
Static;260;260;3;61;0.036479;
Static;260;260;3;71;0.0354495;
Static;260;260;3;81;0.029287;
Static;260;260;3;91;0.0273636;
Static;260;260;3;101;0.0301856;
Static;260;260;3;111;0.0317992;
Static;260;260;3;121;0.034439;
Static;260;260;3;131;0.0403505;
Static;260;260;3;141;0.0421417;
Static;260;260;3;151;0.0457349;
Static;260;260;3;161;0.0483116;
Static;260;260;3;171;0.0513918;
Static;260;260;3;181;0.0539521;
Static;260;260;3;191;0.057042;
Static;260;260;3;201;0.0598332;
Static;260;260;3;211;0.0632242;
Static;260;260;3;221;0.0655389;
Static;260;260;3;231;0.0691054;
Static;260;260;3;241;0.0684828;
Static;260;260;3;251;0.0734174;
Static;260;260;4;1;0.0186625;
Static;260;260;4;11;0.0189313;
Static;260;260;4;21;0.020256;
Static;260;260;4;31;0.0212486;
Static;260;260;4;41;0.0248751;
Static;260;260;4;51;0.0306445;
Static;260;260;4;61;0.0230551;
Static;260;260;4;71;0.0211877;
Static;260;260;4;81;0.024495;
Static;260;260;4;91;0.0271666;
Static;260;260;4;101;0.0302652;
Static;260;260;4;111;0.0331311;
Static;260;260;4;121;0.0360915;
Static;260;260;4;131;0.0393325;
Static;260;260;4;141;0.0421183;
Static;260;260;4;151;0.0452354;
Static;260;260;4;161;0.0480057;
Static;260;260;4;171;0.0510469;
Static;260;260;4;181;0.0539088;
Static;260;260;4;191;0.0566174;
Static;260;260;4;201;0.0601359;
Static;260;260;4;211;0.0629326;
Static;260;260;4;221;0.0661779;
Static;260;260;4;231;0.0687308;
Static;260;260;4;241;0.0718012;
Static;260;260;4;251;0.0713944;
Static;260;260;5;1;0.0205484;
Static;260;260;5;11;0.0160659;
Static;260;260;5;21;0.0190068;
Static;260;260;5;31;0.0185096;
Static;260;260;5;41;0.0254784;
Static;260;260;5;51;0.0168685;
Static;260;260;5;61;0.0188336;
Static;260;260;5;71;0.0205149;
Static;260;260;5;81;0.0239999;
Static;260;260;5;91;0.026934;
Static;260;260;5;101;0.0297223;
Static;260;260;5;111;0.0318563;
Static;260;260;5;121;0.0346813;
Static;260;260;5;131;0.0375583;
Static;260;260;5;141;0.0411695;
Static;260;260;5;151;0.0432674;
Static;260;260;5;161;0.0463322;
Static;260;260;5;171;0.0514267;
Static;260;260;5;181;0.0542505;
Static;260;260;5;191;0.0567228;
Static;260;260;5;201;0.0573696;
Static;260;260;5;211;0.0623319;
Static;260;260;5;221;0.065992;
Static;260;260;5;231;0.0689248;
Static;260;260;5;241;0.0723938;
Static;260;260;5;251;0.075652;
Static;260;260;6;1;0.013261;
Static;260;260;6;11;0.0127188;
Static;260;260;6;21;0.016812;
Static;260;260;6;31;0.0186423;
Static;260;260;6;41;0.0167363;
Static;260;260;6;51;0.0153507;
Static;260;260;6;61;0.0180412;
Static;260;260;6;71;0.020756;
Static;260;260;6;81;0.0240648;
Static;260;260;6;91;0.0269761;
Static;260;260;6;101;0.0297948;
Static;260;260;6;111;0.0323173;
Static;260;260;6;121;0.0351386;
Static;260;260;6;131;0.0398864;
Static;260;260;6;141;0.0429472;
Static;260;260;6;151;0.0450687;
Static;260;260;6;161;0.0486033;
Static;260;260;6;171;0.0515137;
Static;260;260;6;181;0.0543802;
Static;260;260;6;191;0.0572288;
Static;260;260;6;201;0.0598088;
Static;260;260;6;211;0.0622358;
Static;260;260;6;221;0.063428;
Static;260;260;6;231;0.068912;
Static;260;260;6;241;0.0717826;
Static;260;260;6;251;0.0754896;
Static;260;260;7;1;0.0120701;
Static;260;260;7;11;0.0140656;
Static;260;260;7;21;0.0228389;
Static;260;260;7;31;0.0178248;
Static;260;260;7;41;0.0120679;
Static;260;260;7;51;0.0146772;
Static;260;260;7;61;0.0175902;
Static;260;260;7;71;0.020577;
Static;260;260;7;81;0.0234117;
Static;260;260;7;91;0.026514;
Static;260;260;7;101;0.0306323;
Static;260;260;7;111;0.0332707;
Static;260;260;7;121;0.0371779;
Static;260;260;7;131;0.0374222;
Static;260;260;7;141;0.0410816;
Static;260;260;7;151;0.0430625;
Static;260;260;7;161;0.0483267;
Static;260;260;7;171;0.0489532;
Static;260;260;7;181;0.0564462;
Static;260;260;7;191;0.0571631;
Static;260;260;7;201;0.0602325;
Static;260;260;7;211;0.0699237;
Static;260;260;7;221;0.0657736;
Static;260;260;7;231;0.0687645;
Static;260;260;7;241;0.0718096;
Static;260;260;7;251;0.0762356;
Static;260;260;8;1;0.0159832;
Static;260;260;8;11;0.0180286;
Static;260;260;8;21;0.0205915;
Static;260;260;8;31;0.0190123;
Static;260;260;8;41;0.0119079;
Static;260;260;8;51;0.0161895;
Static;260;260;8;61;0.0184835;
Static;260;260;8;71;0.0209746;
Static;260;260;8;81;0.024591;
Static;260;260;8;91;0.0285542;
Static;260;260;8;101;0.0305995;
Static;260;260;8;111;0.0333022;
Static;260;260;8;121;0.0364279;
Static;260;260;8;131;0.0387769;
Static;260;260;8;141;0.0420099;
Static;260;260;8;151;0.0441548;
Static;260;260;8;161;0.0482968;
Static;260;260;8;171;0.0502886;
Static;260;260;8;181;0.0541905;
Static;260;260;8;191;0.0564038;
Static;260;260;8;201;0.0573209;
Static;260;260;8;211;0.0613077;
Static;260;260;8;221;0.0650517;
Static;260;260;8;231;0.0671329;
Static;260;260;8;241;0.0805842;
Static;260;260;8;251;0.0719913;
Static;270;270;1;1;0.103129;
Static;270;270;1;11;0.0895726;
Static;270;270;1;21;0.0871998;
Static;270;270;1;31;0.0881167;
Static;270;270;1;41;0.0869454;
Static;270;270;1;51;0.0891167;
Static;270;270;1;61;0.0868176;
Static;270;270;1;71;0.0888274;
Static;270;270;1;81;0.0881758;
Static;270;270;1;91;0.0914638;
Static;270;270;1;101;0.0849675;
Static;270;270;1;111;0.0858558;
Static;270;270;1;121;0.0880646;
Static;270;270;1;131;0.0964693;
Static;270;270;1;141;0.0930625;
Static;270;270;1;151;0.0854669;
Static;270;270;1;161;0.0904938;
Static;270;270;1;171;0.107;
Static;270;270;1;181;0.0902871;
Static;270;270;1;191;0.0966432;
Static;270;270;1;201;0.0909152;
Static;270;270;1;211;0.0917024;
Static;270;270;1;221;0.086647;
Static;270;270;1;231;0.0859635;
Static;270;270;1;241;0.083221;
Static;270;270;1;251;0.0895805;
Static;270;270;1;261;0.0852978;
Static;270;270;2;1;0.047223;
Static;270;270;2;11;0.0438855;
Static;270;270;2;21;0.0489891;
Static;270;270;2;31;0.0447009;
Static;270;270;2;41;0.0460469;
Static;270;270;2;51;0.0467727;
Static;270;270;2;61;0.0470602;
Static;270;270;2;71;0.0458343;
Static;270;270;2;81;0.0513232;
Static;270;270;2;91;0.0584043;
Static;270;270;2;101;0.0542345;
Static;270;270;2;111;0.0524492;
Static;270;270;2;121;0.0554591;
Static;270;270;2;131;0.0479093;
Static;270;270;2;141;0.0477581;
Static;270;270;2;151;0.050983;
Static;270;270;2;161;0.0542972;
Static;270;270;2;171;0.054089;
Static;270;270;2;181;0.0567384;
Static;270;270;2;191;0.0618553;
Static;270;270;2;201;0.0624337;
Static;270;270;2;211;0.0656385;
Static;270;270;2;221;0.0705843;
Static;270;270;2;231;0.0744557;
Static;270;270;2;241;0.0775601;
Static;270;270;2;251;0.0804078;
Static;270;270;2;261;0.0834402;
Static;270;270;3;1;0.0313816;
Static;270;270;3;11;0.0287517;
Static;270;270;3;21;0.031248;
Static;270;270;3;31;0.0284751;
Static;270;270;3;41;0.0324926;
Static;270;270;3;51;0.0313282;
Static;270;270;3;61;0.0408271;
Static;270;270;3;71;0.0395546;
Static;270;270;3;81;0.0347304;
Static;270;270;3;91;0.0297694;
Static;270;270;3;101;0.0334396;
Static;270;270;3;111;0.0348366;
Static;270;270;3;121;0.0396624;
Static;270;270;3;131;0.0428962;
Static;270;270;3;141;0.0453754;
Static;270;270;3;151;0.0494452;
Static;270;270;3;161;0.0506672;
Static;270;270;3;171;0.0590287;
Static;270;270;3;181;0.06156;
Static;270;270;3;191;0.0607581;
Static;270;270;3;201;0.0620726;
Static;270;270;3;211;0.0692826;
Static;270;270;3;221;0.0718859;
Static;270;270;3;231;0.0709786;
Static;270;270;3;241;0.0757854;
Static;270;270;3;251;0.0805099;
Static;270;270;3;261;0.0824726;
Static;270;270;4;1;0.0212197;
Static;270;270;4;11;0.0248943;
Static;270;270;4;21;0.0248282;
Static;270;270;4;31;0.0259474;
Static;270;270;4;41;0.0251194;
Static;270;270;4;51;0.0312819;
Static;270;270;4;61;0.0286564;
Static;270;270;4;71;0.0227499;
Static;270;270;4;81;0.0264185;
Static;270;270;4;91;0.0308519;
Static;270;270;4;101;0.0333531;
Static;270;270;4;111;0.0368157;
Static;270;270;4;121;0.0402218;
Static;270;270;4;131;0.0459424;
Static;270;270;4;141;0.0465466;
Static;270;270;4;151;0.0477627;
Static;270;270;4;161;0.0505091;
Static;270;270;4;171;0.0533856;
Static;270;270;4;181;0.0634118;
Static;270;270;4;191;0.0612508;
Static;270;270;4;201;0.0650703;
Static;270;270;4;211;0.065998;
Static;270;270;4;221;0.071332;
Static;270;270;4;231;0.0737178;
Static;270;270;4;241;0.0788983;
Static;270;270;4;251;0.0791595;
Static;270;270;4;261;0.0818149;
Static;270;270;5;1;0.017341;
Static;270;270;5;11;0.0175822;
Static;270;270;5;21;0.0194349;
Static;270;270;5;31;0.0201469;
Static;270;270;5;41;0.0256962;
Static;270;270;5;51;0.0203165;
Static;270;270;5;61;0.019702;
Static;270;270;5;71;0.0246315;
Static;270;270;5;81;0.0279146;
Static;270;270;5;91;0.0302502;
Static;270;270;5;101;0.0327594;
Static;270;270;5;111;0.0368273;
Static;270;270;5;121;0.0400108;
Static;270;270;5;131;0.0410102;
Static;270;270;5;141;0.0452022;
Static;270;270;5;151;0.0505169;
Static;270;270;5;161;0.0537203;
Static;270;270;5;171;0.0546262;
Static;270;270;5;181;0.0607655;
Static;270;270;5;191;0.0632314;
Static;270;270;5;201;0.0652105;
Static;270;270;5;211;0.0715305;
Static;270;270;5;221;0.0707991;
Static;270;270;5;231;0.0736167;
Static;270;270;5;241;0.0752095;
Static;270;270;5;251;0.0785515;
Static;270;270;5;261;0.0891909;
Static;270;270;6;1;0.0161738;
Static;270;270;6;11;0.0152863;
Static;270;270;6;21;0.0188844;
Static;270;270;6;31;0.0199132;
Static;270;270;6;41;0.0201796;
Static;270;270;6;51;0.0164556;
Static;270;270;6;61;0.019184;
Static;270;270;6;71;0.0231137;
Static;270;270;6;81;0.0273977;
Static;270;270;6;91;0.0300642;
Static;270;270;6;101;0.034769;
Static;270;270;6;111;0.0383487;
Static;270;270;6;121;0.0407765;
Static;270;270;6;131;0.0444422;
Static;270;270;6;141;0.0458872;
Static;270;270;6;151;0.0495628;
Static;270;270;6;161;0.0551069;
Static;270;270;6;171;0.0534398;
Static;270;270;6;181;0.0567714;
Static;270;270;6;191;0.0602643;
Static;270;270;6;201;0.0650824;
Static;270;270;6;211;0.0725026;
Static;270;270;6;221;0.0759724;
Static;270;270;6;231;0.077857;
Static;270;270;6;241;0.0816569;
Static;270;270;6;251;0.0852606;
Static;270;270;6;261;0.100008;
Static;270;270;7;1;0.0202271;
Static;270;270;7;11;0.0139256;
Static;270;270;7;21;0.0130145;
Static;270;270;7;31;0.0222462;
Static;270;270;7;41;0.0200288;
Static;270;270;7;51;0.0163571;
Static;270;270;7;61;0.0232182;
Static;270;270;7;71;0.0229761;
Static;270;270;7;81;0.0272638;
Static;270;270;7;91;0.0312489;
Static;270;270;7;101;0.0350442;
Static;270;270;7;111;0.0377878;
Static;270;270;7;121;0.0434654;
Static;270;270;7;131;0.0411994;
Static;270;270;7;141;0.0467876;
Static;270;270;7;151;0.0531851;
Static;270;270;7;161;0.0522642;
Static;270;270;7;171;0.0603794;
Static;270;270;7;181;0.0633422;
Static;270;270;7;191;0.063575;
Static;270;270;7;201;0.0647483;
Static;270;270;7;211;0.0745069;
Static;270;270;7;221;0.0686166;
Static;270;270;7;231;0.0751207;
Static;270;270;7;241;0.0773158;
Static;270;270;7;251;0.0855287;
Static;270;270;7;261;0.0853807;
Static;270;270;8;1;0.0107428;
Static;270;270;8;11;0.0121042;
Static;270;270;8;21;0.0185734;
Static;270;270;8;31;0.0271793;
Static;270;270;8;41;0.0136765;
Static;270;270;8;51;0.0186098;
Static;270;270;8;61;0.0195275;
Static;270;270;8;71;0.0237989;
Static;270;270;8;81;0.0279683;
Static;270;270;8;91;0.0311553;
Static;270;270;8;101;0.0342864;
Static;270;270;8;111;0.0386809;
Static;270;270;8;121;0.0395401;
Static;270;270;8;131;0.0455287;
Static;270;270;8;141;0.0488741;
Static;270;270;8;151;0.0533892;
Static;270;270;8;161;0.0586064;
Static;270;270;8;171;0.0550588;
Static;270;270;8;181;0.0644086;
Static;270;270;8;191;0.0611226;
Static;270;270;8;201;0.0657613;
Static;270;270;8;211;0.0714702;
Static;270;270;8;221;0.0762998;
Static;270;270;8;231;0.0787958;
Static;270;270;8;241;0.0823271;
Static;270;270;8;251;0.0786464;
Static;270;270;8;261;0.100864;
Static;280;280;1;1;0.101433;
Static;280;280;1;11;0.10267;
Static;280;280;1;21;0.117141;
Static;280;280;1;31;0.103722;
Static;280;280;1;41;0.0943173;
Static;280;280;1;51;0.0961257;
Static;280;280;1;61;0.0983122;
Static;280;280;1;71;0.0991309;
Static;280;280;1;81;0.0989445;
Static;280;280;1;91;0.0966935;
Static;280;280;1;101;0.102585;
Static;280;280;1;111;0.105846;
Static;280;280;1;121;0.10477;
Static;280;280;1;131;0.099736;
Static;280;280;1;141;0.0954278;
Static;280;280;1;151;0.0987209;
Static;280;280;1;161;0.0969955;
Static;280;280;1;171;0.0980314;
Static;280;280;1;181;0.0983121;
Static;280;280;1;191;0.10151;
Static;280;280;1;201;0.0979834;
Static;280;280;1;211;0.0984513;
Static;280;280;1;221;0.094211;
Static;280;280;1;231;0.0977852;
Static;280;280;1;241;0.104447;
Static;280;280;1;251;0.110461;
Static;280;280;1;261;0.0999271;
Static;280;280;1;271;0.0998391;
Static;280;280;2;1;0.0497452;
Static;280;280;2;11;0.0526009;
Static;280;280;2;21;0.0508777;
Static;280;280;2;31;0.0532871;
Static;280;280;2;41;0.0547665;
Static;280;280;2;51;0.0573149;
Static;280;280;2;61;0.0548606;
Static;280;280;2;71;0.0512384;
Static;280;280;2;81;0.0622874;
Static;280;280;2;91;0.0667119;
Static;280;280;2;101;0.0678654;
Static;280;280;2;111;0.0622624;
Static;280;280;2;121;0.0567908;
Static;280;280;2;131;0.0569676;
Static;280;280;2;141;0.0507829;
Static;280;280;2;151;0.0566241;
Static;280;280;2;161;0.0563272;
Static;280;280;2;171;0.061486;
Static;280;280;2;181;0.0669908;
Static;280;280;2;191;0.0669587;
Static;280;280;2;201;0.0786591;
Static;280;280;2;211;0.0769337;
Static;280;280;2;221;0.0771168;
Static;280;280;2;231;0.0843237;
Static;280;280;2;241;0.0928954;
Static;280;280;2;251;0.0913099;
Static;280;280;2;261;0.0914447;
Static;280;280;2;271;0.0934242;
Static;280;280;3;1;0.0322881;
Static;280;280;3;11;0.0362422;
Static;280;280;3;21;0.0410592;
Static;280;280;3;31;0.0336324;
Static;280;280;3;41;0.041604;
Static;280;280;3;51;0.0376246;
Static;280;280;3;61;0.0455762;
Static;280;280;3;71;0.0526452;
Static;280;280;3;81;0.0469499;
Static;280;280;3;91;0.0372143;
Static;280;280;3;101;0.0391588;
Static;280;280;3;111;0.0418964;
Static;280;280;3;121;0.0436017;
Static;280;280;3;131;0.0511607;
Static;280;280;3;141;0.0531696;
Static;280;280;3;151;0.0583764;
Static;280;280;3;161;0.0568022;
Static;280;280;3;171;0.0628888;
Static;280;280;3;181;0.070692;
Static;280;280;3;191;0.0731295;
Static;280;280;3;201;0.0750236;
Static;280;280;3;211;0.0771753;
Static;280;280;3;221;0.077315;
Static;280;280;3;231;0.0897644;
Static;280;280;3;241;0.0903723;
Static;280;280;3;251;0.0959985;
Static;280;280;3;261;0.0941666;
Static;280;280;3;271;0.0973099;
Static;280;280;4;1;0.0245692;
Static;280;280;4;11;0.0301597;
Static;280;280;4;21;0.0335398;
Static;280;280;4;31;0.0345416;
Static;280;280;4;41;0.0319945;
Static;280;280;4;51;0.0397116;
Static;280;280;4;61;0.0369417;
